id,shipper_id,vehicle_type_id,goods_type_id,weight_kg,is_hazardous,mode,status,pickup_city,drop_city,distance_km,allow_consolidation,fare_estimated,advance_payment_pct,scheduled_at
0e9acd40-cede-4143-b669-d922755831ed,3a9c9ffc-5812-45ae-9d2d-64da1936b8ca,9,16,6386.8,True,single,delivered,Lucknow,Agra,319.7,False,19782.59,90,2026-09-07T16:51:20.374721
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,8954a194-e046-4e2c-a608-b07aa40c26bd,7,10,5724.1,False,relay,delivered,Delhi,Lucknow,497.7,False,22005.25,80,2026-09-07T00:51:20.376187
491866c3-c25d-4872-9992-cb33d77a82cb,4752ae33-8c47-40e1-be3b-c97c51f20f83,12,18,3127.3,False,relay,delivered,Chandigarh,Jaipur,611.1,False,42723.11,80,2026-09-06T09:51:20.379132
7910ed7a-8a5f-4399-a824-c68da863bda0,c4b8b594-8b83-48b6-a596-a272c0c5287a,9,16,3648.1,False,relay,delivered,Delhi,Ahmedabad,775.8,False,44866.7,80,2026-09-08T07:51:20.382134
b30c9bc2-273b-4744-84bb-d4b02fd46fc1,8d627e20-a47a-4129-a380-eb616c6dd69e,8,13,8449.6,False,single,delivered,Agra,Kanpur,244.4,True,12540.45,80,2026-09-07T01:51:20.385391
0b6b10f0-9b87-4ea4-b560-39b3ac235074,b926056f-973d-43f1-8e47-87fa4b016be1,7,11,2434.0,False,single,delivered,Ahmedabad,Surat,207.7,False,9823.26,90,2026-09-06T18:51:20.387044
a63d1002-b7a1-4d5a-b39b-469de5fe3b21,56668049-7c88-4471-a3f5-93584b6849c1,1,21,600.4,False,relay,in_progress,Mumbai,Kolkata,1658.2,False,30146.75,90,2026-09-07T00:51:20.388417
0cbfdfaf-6e02-487c-9b32-c164fd6fb0c5,6b14af5e-c2ea-473a-8be5-ec8a0c5317d6,7,17,4518.4,False,single,delivered,Kolkata,Nagpur,970.1,False,41845.58,90,2026-09-07T07:51:20.393622
0b9afde7-67a5-4d22-a4f3-871b35f2eeb3,883c0ce7-ba51-4e8b-a858-01227935d801,7,5,5289.0,False,single,delivered,Lucknow,Kanpur,75.3,False,4263.69,80,2026-09-05T22:51:20.396113
8b7c7b2c-93f8-45a5-a11f-ce138aacc895,05bca4d0-e57e-4319-9aad-09bd603ef17a,12,14,13302.3,False,single,delivered,Mumbai,Pune,120.2,True,10809.9,80,2026-09-04T00:51:20.397274
1dd5e4bb-f793-4e64-bf68-8290aaa739fd,095ad917-ac53-451c-97d2-405f4aca498f,12,13,6117.8,False,relay,delivered,Hyderabad,Mumbai,625.9,False,43683.92,80,2026-09-03T19:51:20.398687
a531b1f8-65d8-4242-8bcc-51afc6638077,76f544ba-8998-4824-b4d5-56daa98c200a,9,1,15506.5,False,single,delivered,Hyderabad,Pune,505.8,False,30016.48,80,2026-09-07T20:51:20.401545
124b6a2b-9f20-4d2a-8030-9686b8e6fa11,c8bbf470-efb2-40c7-be1b-1e6a320fe008,4,1,884.3,False,single,in_progress,Delhi,Agra,178.1,False,6041.82,90,2026-09-05T00:51:20.404017
0afdca80-6bdc-4e66-acb9-864302130cb4,dd1f7c85-51f1-402e-b9f6-ab2f6e4865ba,6,9,5517.2,False,relay,delivered,Hyderabad,Agra,1340.2,False,51877.19,90,2026-09-06T17:51:20.405498
5dedb6d9-f352-440c-bf57-25bec18c0902,544105af-97ea-4526-94ec-724000ecf88c,8,18,2079.5,False,relay,cancelled,Kolkata,Mumbai,1658.2,False,77575.02,80,2026-09-05T17:51:20.409143
3e2e69e5-a385-4bf7-af8d-8fc95f29812a,ab560d2e-94e2-497d-b2e2-5e0a0ba57fca,5,7,5527.1,False,single,delivered,Kanpur,Lucknow,75.3,False,3411.08,90,2026-09-04T22:51:20.412875
300822cf-caf1-4c7d-9cda-5331dcc7fa0f,78f793c7-edba-4168-bc93-724607d87072,8,23,5673.2,False,relay,delivered,Kanpur,Delhi,422.4,False,20731.24,90,2026-09-05T03:51:20.413898
70271649-a61b-448b-a9b3-1c7503bd7913,21faef45-ee46-4f38-a134-444f1c0f4acc,7,14,5278.0,False,relay,in_progress,Hyderabad,Mumbai,625.9,True,27388.07,90,2026-09-07T00:51:20.416123
a2367d4a-c2ca-4d2b-8d85-e693b07258d6,8954a194-e046-4e2c-a608-b07aa40c26bd,3,14,950.2,False,single,in_progress,Hyderabad,Bangalore,500.0,False,12449.84,90,2026-09-07T05:51:20.418410
404d8f70-8c25-4a22-b95a-69c93a60dd4f,56668049-7c88-4471-a3f5-93584b6849c1,6,13,4248.1,False,single,delivered,Nagpur,Kolkata,970.1,False,37815.05,80,2026-09-08T10:51:20.420191
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,4752ae33-8c47-40e1-be3b-c97c51f20f83,5,17,3116.1,False,relay,delivered,Lucknow,Delhi,497.7,False,17773.3,80,2026-09-05T02:51:20.422970
7a97cd28-c463-4dfc-95c1-ed0136133973,d0236f2e-c357-47b0-a24a-dc8f2daf3028,9,1,11750.6,False,single,in_progress,Pune,Hyderabad,505.8,False,30016.48,90,2026-09-06T13:51:20.425496
6e0dae3e-9ce4-4c1c-9907-f39f6b605db8,0d40c9b7-2d30-4bf8-80aa-28c821e3e77e,1,19,564.9,False,single,delivered,Mumbai,Pune,120.2,True,2462.74,80,2026-09-08T02:51:20.426939
a08fb471-7194-4146-9882-dff9f6caf169,0c5b9a76-0df0-4cfe-a517-44dacd1d83a5,9,1,14768.5,False,single,delivered,Kanpur,Lucknow,75.3,False,6342.92,80,2026-09-07T09:51:20.428055
b052faec-bd8e-4e7a-b92b-48d7193a9b87,8d627e20-a47a-4129-a380-eb616c6dd69e,2,6,712.9,False,single,delivered,Pune,Hyderabad,505.8,False,10465.08,80,2026-09-05T13:51:20.429013
c64b260b-c732-4895-bb93-6987f333f078,237759a4-ad01-4dd7-b41f-44c926dac557,8,10,8925.0,False,single,delivered,Agra,Kanpur,244.4,False,12540.45,90,2026-09-04T20:51:20.431324
8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,c722a9a6-9f4d-465a-8fc9-be9b8c2950cf,10,3,7231.0,False,relay,delivered,Indore,Delhi,719.0,False,47376.49,90,2026-09-08T10:51:20.432617
eae78d03-a81d-4473-895d-7954c5dd68b5,8bc68c2d-5e9f-427f-a3a6-27f8c0588634,8,11,3411.6,False,single,delivered,Kanpur,Lucknow,75.3,False,4764.99,90,2026-09-05T23:51:20.435195
a6696f47-89a2-4dcd-9ce4-7949378fb65f,1b352524-fa65-4d40-adc4-c3b6ec9b1862,6,9,2145.4,False,relay,delivered,Indore,Bangalore,1299.3,True,50322.16,80,2026-09-08T13:51:20.436244
8a81e296-3f7e-49d1-b984-aac0663545e7,579cb585-d846-49eb-bef7-e51402810c4e,8,8,6491.8,False,single,delivered,Lucknow,Agra,319.7,False,16005.44,80,2026-09-07T09:51:20.439941
72b61a2a-9b76-45c5-a80f-866da32c75b4,ea7b654c-22fa-4491-ab89-99c8a8867ddd,7,20,2574.4,False,relay,cancelled,Hyderabad,Agra,1340.2,False,57387.95,90,2026-09-02T23:51:20.442141
b601e726-b663-4c12-8fc0-e59ae6842dbc,9f9a60a1-b182-4190-b274-35482830e3d2,6,1,3194.7,False,single,delivered,Pune,Mumbai,120.2,True,5515.79,90,2026-09-07T03:51:20.447020
24181fd0-bf9f-4f99-8a71-e33149146444,9d4ddc89-e9dc-40fc-b003-9b8d2c0714ae,9,20,13945.7,False,single,cancelled,Nagpur,Mumbai,688.0,False,40041.09,80,2026-09-08T21:51:20.448203
bd935b53-8375-48f9-858b-ee9a57789dd1,ac88543f-e08e-4905-a612-03108c121e77,4,17,3933.3,False,relay,delivered,Kolkata,Mumbai,1658.2,False,50444.58,80,2026-09-06T19:51:20.450147
6dd57424-229d-48d1-868b-14d8be427aca,9f765660-3e4b-44b2-a43b-ccfbb5e8f159,6,21,5051.5,False,single,delivered,Lucknow,Agra,319.7,False,13097.97,90,2026-09-03T07:51:20.453579
002ba15f-828d-452e-b18b-9fe547f84b88,8f4a1d99-4a4f-4834-8fbd-62876e085e16,10,17,14634.1,False,single,cancelled,Nagpur,Kolkata,970.1,False,62948.24,80,2026-09-08T01:51:20.454967
e1a8536f-e214-46e4-81b5-0d9b9164c169,2c21a0d7-50d9-46c5-9906-6986086a8d58,9,15,3668.7,False,single,cancelled,Agra,Delhi,178.1,False,11993.33,90,2026-09-03T00:51:20.457481
1dc147ea-f233-4057-a260-96e29718e139,76f544ba-8998-4824-b4d5-56daa98c200a,7,17,2955.4,False,relay,delivered,Mumbai,Hyderabad,625.9,True,27388.07,80,2026-09-04T13:51:20.458713
87a8986b-7751-4e20-8657-7d281c35ee3b,acf70833-a3ac-4efb-bf9f-004b099d3b76,7,16,4019.8,False,single,delivered,Mumbai,Pune,120.2,False,6146.4,80,2026-09-08T13:51:20.465227
aeee27a7-7b31-471e-adf2-e38f26f0030e,e5258953-268d-4e11-b71a-c19edda49cd2,4,3,1740.3,False,relay,delivered,Indore,Hyderabad,799.3,False,24678.23,90,2026-09-03T03:51:20.466373
fe34bcdb-89f9-4dda-a798-69b7d575b175,450d1efc-cc10-437c-8ac1-b30b94752d4f,11,7,6051.4,False,single,delivered,Mumbai,Nagpur,688.0,False,42305.15,90,2026-09-04T11:51:20.469038
5796acbe-45b6-4255-a8c5-a834645377e7,9ecf3184-be14-4e87-8eb0-7cf6075b8801,3,1,1568.5,False,relay,delivered,Mumbai,Hyderabad,625.9,False,15471.75,90,2026-09-05T18:51:20.471060
df046394-46e1-4fae-baa2-1513ba14ac8c,d0236f2e-c357-47b0-a24a-dc8f2daf3028,10,1,11361.0,False,single,delivered,Pune,Mumbai,120.2,True,10249.44,90,2026-09-06T07:51:20.473298
9085c53d-2c71-47ce-8ab4-aa3d673929ab,9f765660-3e4b-44b2-a43b-ccfbb5e8f159,8,22,7627.6,False,single,delivered,Kanpur,Lucknow,75.3,True,4764.99,90,2026-09-07T11:51:20.474549
8bf113da-a9cd-4e3c-9f11-c0909d637a9e,596ee952-073c-4138-bdd7-914b7f27f542,1,13,451.2,False,single,cancelled,Bangalore,Hyderabad,500.0,False,9299.88,80,2026-09-06T03:51:20.475495
ce928a39-0fa1-4519-a5dd-bfc2e52aac91,b70babee-6437-4c10-867e-70855a5d76bc,9,10,10593.4,False,single,cancelled,Nagpur,Mumbai,688.0,False,40041.09,80,2026-09-08T05:51:20.477128
8e19ea10-c324-422d-bbf2-50be4287503a,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,7,6,3259.9,False,relay,delivered,Agra,Bangalore,1840.2,True,78387.67,90,2026-09-03T17:51:20.478956
914829fa-e0d9-4cb4-a11e-7a891bf91171,6c7bbdff-9d14-4785-8839-60ad5a9ef6e3,8,6,3767.0,False,relay,delivered,Delhi,Nagpur,1095.3,False,51685.22,80,2026-09-04T08:51:20.483909
c1efa459-ccef-4b45-9416-2eff35b10c25,237759a4-ad01-4dd7-b41f-44c926dac557,4,14,3094.6,False,relay,delivered,Kolkata,Mumbai,1658.2,True,50444.58,90,2026-09-05T11:51:20.487358
aefab625-defb-4504-8d1a-27df1dcb153e,ea7b654c-22fa-4491-ab89-99c8a8867ddd,5,20,4802.0,False,relay,delivered,Kolkata,Mumbai,1658.2,False,57227.19,80,2026-09-06T12:51:20.490548
ede81ba1-9392-4cdf-bb78-baa730bac279,a5b01f1f-fe62-44b1-9d1e-aa7c374867fc,12,5,13593.0,False,relay,delivered,Kolkata,Mumbai,1658.2,False,110779.92,90,2026-09-08T04:51:20.493980
775749e2-6164-4316-b4c7-cca76abf2a65,596ee952-073c-4138-bdd7-914b7f27f542,8,16,6406.7,True,relay,delivered,Kanpur,Delhi,422.4,False,20731.24,90,2026-09-07T14:51:20.497918
18208001-6ec5-4c96-8733-f0fb2ec77732,a5b01f1f-fe62-44b1-9d1e-aa7c374867fc,5,21,2725.2,False,relay,delivered,Hyderabad,Mumbai,625.9,False,22130.82,90,2026-09-07T04:51:20.499864
5cf36f02-9987-4ca2-84b8-e4bf9290c5ad,bfdb26b1-0506-4a6c-9fb9-f9174984b376,3,2,2297.7,False,relay,in_progress,Hyderabad,Agra,1340.2,True,32614.54,90,2026-09-08T15:51:20.502387
4602471e-5741-4345-95b6-fd8b6a477287,05885768-2aa6-4c4f-b24e-35ad49b8b86a,8,8,6018.0,False,relay,delivered,Delhi,Hyderabad,1518.2,True,71139.49,90,2026-09-03T05:51:20.505828
d6220a7a-f567-4868-bda9-4d20df35fdf6,8d627e20-a47a-4129-a380-eb616c6dd69e,5,4,2643.7,False,relay,delivered,Mumbai,Kolkata,1658.2,False,57227.19,80,2026-09-03T10:51:20.510660
7f33c028-45c6-47a6-8f72-fb87e4158d3a,56668049-7c88-4471-a3f5-93584b6849c1,3,23,1431.0,False,single,delivered,Kolkata,Nagpur,970.1,True,23733.19,90,2026-09-08T06:51:20.514069
35ee3c5c-4316-461d-b1e4-35899d783f4e,bfdb26b1-0506-4a6c-9fb9-f9174984b376,4,3,1755.1,False,single,delivered,Mumbai,Pune,120.2,True,4304.57,90,2026-09-08T22:51:20.516778
e3ce7b1d-013f-440f-b064-2ce19f0e3670,4d787e29-654e-4913-bda8-528875626fbb,8,22,8600.4,False,single,cancelled,Delhi,Agra,178.1,True,9490.78,90,2026-09-05T10:51:20.517957
ac535f09-e152-4990-98fb-23c61ec7a3d2,2930953b-27e4-4692-aa41-b73cd590667f,11,13,3550.0,False,single,delivered,Delhi,Agra,178.1,False,12727.51,90,2026-09-05T18:51:20.519275
bb60700a-ec25-463f-9ab9-e1914d0184a2,4db2a639-0d49-42c5-9871-d24eb6513fde,9,22,9100.7,False,single,delivered,Nagpur,Mumbai,688.0,False,40041.09,80,2026-09-04T09:51:20.520531
b7132d05-1126-4505-92fc-4c323da3306e,1df22eb2-3e77-4d5f-a4d8-61939e8ab175,2,19,420.1,False,single,in_progress,Delhi,Jaipur,235.3,True,5055.8,80,2026-09-08T18:51:20.522519
1ddbae81-5121-4b4b-bae7-a30b3d113158,ac88543f-e08e-4905-a612-03108c121e77,4,4,3188.9,False,relay,delivered,Delhi,Ahmedabad,775.8,True,23972.75,90,2026-09-03T06:51:20.523919
46095010-86ed-40a0-b434-f4b1bf3fcf01,56668049-7c88-4471-a3f5-93584b6849c1,5,17,3354.1,False,relay,delivered,Delhi,Chandigarh,375.8,False,13628.37,80,2026-09-03T09:51:20.526235
f77afb0e-fea2-42c8-adb5-c6dd05c64061,9d4ddc89-e9dc-40fc-b003-9b8d2c0714ae,9,10,13169.7,False,single,delivered,Kolkata,Nagpur,970.1,False,55557.31,90,2026-09-05T21:51:20.527970
653c1e1f-8274-421f-bd62-b69dfebbd01c,544105af-97ea-4526-94ec-724000ecf88c,7,23,3368.3,False,relay,delivered,Bangalore,Indore,1299.3,False,55669.23,80,2026-09-03T02:51:20.530310
16681e83-022d-4872-a1bd-228bf8d1ef16,4752ae33-8c47-40e1-be3b-c97c51f20f83,1,23,614.1,False,single,delivered,Kanpur,Agra,244.4,False,4698.44,90,2026-09-07T12:51:20.533960
019bcb12-61aa-4979-86fb-932e36dea1e6,a4d7443f-33e7-4c22-90f9-c5b01ea5324f,13,11,19121.3,False,single,delivered,Kolkata,Nagpur,970.1,False,73449.56,90,2026-09-07T11:51:20.535315
563c782d-68bd-44e7-b172-0da9051be83c,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,10,8,18031.9,False,relay,cancelled,Delhi,Kanpur,422.4,False,28989.93,80,2026-09-06T13:51:20.537742
dcebc658-4c0a-4ff8-8d45-4ad1ff5a36c9,56668049-7c88-4471-a3f5-93584b6849c1,11,1,1474.3,False,single,in_progress,Agra,Kanpur,244.4,True,16572.74,80,2026-09-08T02:51:20.539569
eb6f53f9-f239-4f5f-b720-5654b03efb78,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,6,19,2620.4,False,single,cancelled,Pune,Mumbai,120.2,False,5515.79,80,2026-09-04T08:51:20.540810
d6970ed3-cb27-46c8-9a3c-f8622c7ebe59,9a5561af-bb9a-476d-8879-d63051ff2392,1,1,357.2,False,relay,in_progress,Agra,Nagpur,917.3,False,16810.86,80,2026-09-06T17:51:20.541974
82a3752b-919d-4389-b8fa-aa31ddd544b0,21faef45-ee46-4f38-a134-444f1c0f4acc,10,21,13971.0,False,relay,delivered,Bangalore,Agra,1840.2,False,116891.32,90,2026-09-06T20:51:20.544871
6f4bbebc-7966-4a66-b60e-02cbd6d16aed,4d787e29-654e-4913-bda8-528875626fbb,3,16,1001.1,True,single,delivered,Kanpur,Agra,244.4,False,6314.58,90,2026-09-08T09:51:20.549276
cf98be7f-0d43-4984-b24e-704ef9000a0b,9f765660-3e4b-44b2-a43b-ccfbb5e8f159,8,1,4809.5,False,single,delivered,Agra,Delhi,178.1,False,9490.78,80,2026-09-03T10:51:20.550906
310901ff-b6fa-49d3-ad18-813c5badc0d3,47071a20-72e6-4149-8e08-5607dde6f868,4,21,1902.7,False,single,delivered,Hyderabad,Pune,505.8,True,15872.62,80,2026-09-07T22:51:20.552218
bd0b44da-d2b7-4a40-b895-9e010cf738d1,04582f7f-ed21-4cdd-bcd8-78f4cf0352e5,2,4,1339.8,False,single,delivered,Kanpur,Lucknow,75.3,False,1856.52,90,2026-09-03T16:51:20.553857
99b6aece-ffca-452d-8b11-0942e87b8a79,c115ef9a-c3d3-4ecc-8811-204f2f9cc20b,6,7,2166.9,False,single,in_progress,Pune,Hyderabad,505.8,False,20168.66,80,2026-09-04T03:51:20.554837
67b3bf31-190d-432f-be63-3ca4dfab7caa,5967d7e4-0f0e-419c-b3ff-4fdf398db1ce,9,22,12323.9,False,single,delivered,Pune,Hyderabad,505.8,True,30016.48,80,2026-09-05T01:51:20.556518
d67cd122-3f40-4bb5-984d-fd6802c14d7c,0d40c9b7-2d30-4bf8-80aa-28c821e3e77e,1,22,657.0,False,single,delivered,Agra,Lucknow,319.7,False,6054.3,80,2026-09-05T05:51:20.558631
d913bdaf-7f72-48f3-9f5a-ad185a82512f,ccf4eb8e-2b57-4e0d-9079-e0f0ca9c8e4c,5,4,3103.3,False,relay,in_progress,Delhi,Bangalore,2018.2,False,69470.27,80,2026-09-04T15:51:20.560141
cbb272e0-5214-496a-bdf9-1fa624ff571e,7daa9abd-006b-4c1c-b3bd-c50b8b8f6972,3,19,2146.3,False,single,delivered,Nagpur,Mumbai,688.0,False,16962.47,80,2026-09-03T09:51:20.565522
f5d5dfbb-f1b7-45ae-9697-8778cc717274,2930953b-27e4-4692-aa41-b73cd590667f,9,6,15886.2,False,single,delivered,Agra,Delhi,178.1,False,11993.33,80,2026-09-06T15:51:20.567443
ca4673e4-1e35-493f-b180-75a825a55a93,bfdb26b1-0506-4a6c-9fb9-f9174984b376,9,7,4054.6,False,single,in_progress,Kanpur,Lucknow,75.3,False,6342.92,80,2026-09-05T15:51:20.568638
5e9d52e4-87f2-4b83-a2af-b9722f583174,9f27e1b9-013a-4442-89e7-cdad839d9e13,8,12,4002.1,False,single,in_progress,Kolkata,Nagpur,970.1,True,45926.11,90,2026-09-08T15:51:20.569738
