trip_id,rated_user_id,rated_role,score
a6b23575-52eb-4a6f-bafb-25a1798c1e8e,66e7f631-029c-4810-92a9-8026854edd3f,driver,5
a6b23575-52eb-4a6f-bafb-25a1798c1e8e,6c310b34-f78a-40ad-b220-742a88107c5c,shipper,3
a6b23575-52eb-4a6f-bafb-25a1798c1e8e,69b345b3-ec55-408a-978c-9b0062c84f4a,driver,5
a6b23575-52eb-4a6f-bafb-25a1798c1e8e,6c310b34-f78a-40ad-b220-742a88107c5c,shipper,5
3e06902c-652c-415e-93f3-31c0f7c5b45d,3fc6f138-6045-4882-8a16-2692f69d4228,driver,5
3e06902c-652c-415e-93f3-31c0f7c5b45d,06d5365a-26eb-48dd-ae1b-7ea110ad54fe,shipper,5
7ba4808c-2c2a-4d45-8b20-3d65afd7e3ae,6be0475c-e19c-4d4f-aced-f1b613d87548,driver,5
7ba4808c-2c2a-4d45-8b20-3d65afd7e3ae,1194059e-ad07-4b75-b221-99930a47c946,shipper,5
b199014e-c8c0-41f3-9bb6-e99da881c365,463a85e7-e033-4bec-a267-bfa7aa85640d,driver,5
b199014e-c8c0-41f3-9bb6-e99da881c365,b7a6360c-db10-4b79-8d2e-c1e8ed83ba8d,shipper,2
49fc4b6e-ff31-4d4e-a9a8-f633d9b3f2fd,26501679-586c-4236-a890-97e1687dc818,driver,3
49fc4b6e-ff31-4d4e-a9a8-f633d9b3f2fd,0d40c9b7-2d30-4bf8-80aa-28c821e3e77e,shipper,5
f3804879-7198-4371-adfc-0b68958734fd,2d28751d-70ba-4487-82d5-095cea62b22f,driver,4
f3804879-7198-4371-adfc-0b68958734fd,dfe38341-ca49-46d7-ad32-5e3eb2212bc0,shipper,5
62704371-123b-4455-a471-0cb9e1bc4b1a,4c8a509f-04a9-4a9e-95f2-50c885ca0979,driver,5
62704371-123b-4455-a471-0cb9e1bc4b1a,9e263c2e-2cf7-44cd-81e5-75a0252945a1,shipper,5
900c772b-766b-42ef-b0c8-129c1ccf10d7,3fc247b8-f090-4cea-81a6-9112ffe9f796,driver,4
900c772b-766b-42ef-b0c8-129c1ccf10d7,76f544ba-8998-4824-b4d5-56daa98c200a,shipper,5
60174973-cba4-495e-810f-79e378dfb3fe,90ef76ca-622f-43be-be2f-27f0a925941a,driver,4
60174973-cba4-495e-810f-79e378dfb3fe,ac88543f-e08e-4905-a612-03108c121e77,shipper,5
248ec5ba-37b2-462b-af45-39005d0461e6,66e7f631-029c-4810-92a9-8026854edd3f,driver,5
248ec5ba-37b2-462b-af45-39005d0461e6,7a1bf95b-8ddc-4f32-ab6e-622e3c3458c8,shipper,5
886d0ab5-4a9b-4950-a585-d8d68e0be93c,6d65ee0b-0d87-4816-9b43-1e74af2b76bd,driver,5
886d0ab5-4a9b-4950-a585-d8d68e0be93c,8954a194-e046-4e2c-a608-b07aa40c26bd,shipper,5
886d0ab5-4a9b-4950-a585-d8d68e0be93c,f0496c8a-1f5c-4cdb-b570-7a6925cd94f7,driver,5
886d0ab5-4a9b-4950-a585-d8d68e0be93c,8954a194-e046-4e2c-a608-b07aa40c26bd,shipper,4
87eb2522-e4f9-4f44-8c1b-b461a09ffc74,8b1e91b6-790d-4773-851a-de018a249cec,driver,5
87eb2522-e4f9-4f44-8c1b-b461a09ffc74,e5258953-268d-4e11-b71a-c19edda49cd2,shipper,5
09f39325-934b-471f-b59e-2bd4273c59b0,2d28751d-70ba-4487-82d5-095cea62b22f,driver,4
09f39325-934b-471f-b59e-2bd4273c59b0,a42fbc97-be1c-48df-ae6c-fc57046f0193,shipper,5
09f39325-934b-471f-b59e-2bd4273c59b0,6be0475c-e19c-4d4f-aced-f1b613d87548,driver,5
09f39325-934b-471f-b59e-2bd4273c59b0,a42fbc97-be1c-48df-ae6c-fc57046f0193,shipper,5
3f1b6d61-91c8-4c09-b64b-174151917066,f90f6baa-4c59-416d-9cdd-708265156686,driver,3
3f1b6d61-91c8-4c09-b64b-174151917066,96e0997f-71e3-49bb-9385-df9a5edbd8ec,shipper,4
73f667d6-dfba-4207-8471-1471e0fa3f2d,aecd6e72-018b-448f-a8dd-3e84d11fdeea,driver,4
73f667d6-dfba-4207-8471-1471e0fa3f2d,3739c72a-20b4-44d4-b7a8-f273b36cc3b6,shipper,5
abcc1269-7d22-4322-9c5e-ad8c3e27f61a,f90f6baa-4c59-416d-9cdd-708265156686,driver,5
abcc1269-7d22-4322-9c5e-ad8c3e27f61a,d2dcf6fa-48e9-4efc-ae7e-fd8c6782a43a,shipper,5
5186df5f-6ed8-4587-a5e8-730e82c8e9ed,6478d1df-2c1f-4f3c-aa1e-03fde769c1f7,driver,5
5186df5f-6ed8-4587-a5e8-730e82c8e9ed,9ecf3184-be14-4e87-8eb0-7cf6075b8801,shipper,5
89cc8959-51d0-45b5-ac54-8ff1227f2b4c,69b345b3-ec55-408a-978c-9b0062c84f4a,driver,5
89cc8959-51d0-45b5-ac54-8ff1227f2b4c,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,3
89cc8959-51d0-45b5-ac54-8ff1227f2b4c,69dc6351-3e90-4155-9ccd-371b5c0cdbf3,driver,4
89cc8959-51d0-45b5-ac54-8ff1227f2b4c,bfdb26b1-0506-4a6c-9fb9-f9174984b376,shipper,5
56d7b728-fe0a-464b-bce4-7af2983d5b6d,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,5
56d7b728-fe0a-464b-bce4-7af2983d5b6d,b70babee-6437-4c10-867e-70855a5d76bc,shipper,4
56d7b728-fe0a-464b-bce4-7af2983d5b6d,0eefecd2-5b8c-4f61-ae34-838b16b53659,driver,3
56d7b728-fe0a-464b-bce4-7af2983d5b6d,b70babee-6437-4c10-867e-70855a5d76bc,shipper,4
56d7b728-fe0a-464b-bce4-7af2983d5b6d,90ef76ca-622f-43be-be2f-27f0a925941a,driver,5
56d7b728-fe0a-464b-bce4-7af2983d5b6d,b70babee-6437-4c10-867e-70855a5d76bc,shipper,5
88d0d480-b78b-45a8-9812-f7d8d8a471b7,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,driver,5
88d0d480-b78b-45a8-9812-f7d8d8a471b7,acf70833-a3ac-4efb-bf9f-004b099d3b76,shipper,4
88d0d480-b78b-45a8-9812-f7d8d8a471b7,b41f802e-0393-409e-935b-003cfa28c0bd,driver,4
88d0d480-b78b-45a8-9812-f7d8d8a471b7,acf70833-a3ac-4efb-bf9f-004b099d3b76,shipper,5
9cdb30cb-3e2a-4721-992d-b7fec2ebad6f,5a546a9f-4ddf-4c19-9b83-d659726fc137,driver,4
9cdb30cb-3e2a-4721-992d-b7fec2ebad6f,c722a9a6-9f4d-465a-8fc9-be9b8c2950cf,shipper,5
afee2a8a-2d5d-4868-8ea3-71efe17b508d,1f148489-0bcb-4470-8354-42eed5c4f971,driver,5
afee2a8a-2d5d-4868-8ea3-71efe17b508d,06026cca-64bc-4f03-a479-e510ca475f6b,shipper,5
afee2a8a-2d5d-4868-8ea3-71efe17b508d,eda803f0-7286-45ff-8f75-84584956b46f,driver,5
afee2a8a-2d5d-4868-8ea3-71efe17b508d,06026cca-64bc-4f03-a479-e510ca475f6b,shipper,5
6adb0396-5766-41ab-b773-7ed29da4883b,310f7ff6-c724-4278-b409-74d1ab8bf019,driver,5
6adb0396-5766-41ab-b773-7ed29da4883b,9f27e1b9-013a-4442-89e7-cdad839d9e13,shipper,2
73e8644d-5dea-4c72-a4c9-9bccc400ac1d,083442ef-2844-4bf4-90c7-0a4c51e16ed0,driver,5
73e8644d-5dea-4c72-a4c9-9bccc400ac1d,06026cca-64bc-4f03-a479-e510ca475f6b,shipper,5
73e8644d-5dea-4c72-a4c9-9bccc400ac1d,fc6966be-098b-43a6-a653-1fa3b599e23e,driver,5
73e8644d-5dea-4c72-a4c9-9bccc400ac1d,06026cca-64bc-4f03-a479-e510ca475f6b,shipper,5
0e9acd40-cede-4143-b669-d922755831ed,6478d1df-2c1f-4f3c-aa1e-03fde769c1f7,driver,5
0e9acd40-cede-4143-b669-d922755831ed,3a9c9ffc-5812-45ae-9d2d-64da1936b8ca,shipper,4
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,driver,5
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,8954a194-e046-4e2c-a608-b07aa40c26bd,shipper,5
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,00d3503e-ffe5-4e26-84be-9007a8a81e4c,driver,5
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,8954a194-e046-4e2c-a608-b07aa40c26bd,shipper,5
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,894888f1-c248-403f-aca9-cddaac265db4,driver,5
07b6caa5-d8ad-4a11-a54f-d2bc275d99fa,8954a194-e046-4e2c-a608-b07aa40c26bd,shipper,4
491866c3-c25d-4872-9992-cb33d77a82cb,66e7f631-029c-4810-92a9-8026854edd3f,driver,5
491866c3-c25d-4872-9992-cb33d77a82cb,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,5
491866c3-c25d-4872-9992-cb33d77a82cb,a2de8edd-b399-484f-8151-3a5ef1d893b0,driver,3
491866c3-c25d-4872-9992-cb33d77a82cb,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,5
491866c3-c25d-4872-9992-cb33d77a82cb,69b345b3-ec55-408a-978c-9b0062c84f4a,driver,5
491866c3-c25d-4872-9992-cb33d77a82cb,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,5
7910ed7a-8a5f-4399-a824-c68da863bda0,c787e085-877f-4d78-a2c0-2d7e54816f5c,driver,5
7910ed7a-8a5f-4399-a824-c68da863bda0,c4b8b594-8b83-48b6-a596-a272c0c5287a,shipper,5
7910ed7a-8a5f-4399-a824-c68da863bda0,3fc247b8-f090-4cea-81a6-9112ffe9f796,driver,2
7910ed7a-8a5f-4399-a824-c68da863bda0,c4b8b594-8b83-48b6-a596-a272c0c5287a,shipper,5
b30c9bc2-273b-4744-84bb-d4b02fd46fc1,69b345b3-ec55-408a-978c-9b0062c84f4a,driver,4
b30c9bc2-273b-4744-84bb-d4b02fd46fc1,8d627e20-a47a-4129-a380-eb616c6dd69e,shipper,5
0b6b10f0-9b87-4ea4-b560-39b3ac235074,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,driver,5
0b6b10f0-9b87-4ea4-b560-39b3ac235074,b926056f-973d-43f1-8e47-87fa4b016be1,shipper,4
a63d1002-b7a1-4d5a-b39b-469de5fe3b21,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,5
a63d1002-b7a1-4d5a-b39b-469de5fe3b21,56668049-7c88-4471-a3f5-93584b6849c1,shipper,5
a63d1002-b7a1-4d5a-b39b-469de5fe3b21,c787e085-877f-4d78-a2c0-2d7e54816f5c,driver,5
a63d1002-b7a1-4d5a-b39b-469de5fe3b21,56668049-7c88-4471-a3f5-93584b6849c1,shipper,5
0cbfdfaf-6e02-487c-9b32-c164fd6fb0c5,7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,driver,3
0cbfdfaf-6e02-487c-9b32-c164fd6fb0c5,6b14af5e-c2ea-473a-8be5-ec8a0c5317d6,shipper,4
0b9afde7-67a5-4d22-a4f3-871b35f2eeb3,0b6812d6-5270-4d50-bba5-1cd2f77ebe2e,driver,5
0b9afde7-67a5-4d22-a4f3-871b35f2eeb3,883c0ce7-ba51-4e8b-a858-01227935d801,shipper,5
8b7c7b2c-93f8-45a5-a11f-ce138aacc895,f9bb1bc7-b852-4cb0-9053-42f9f3eea8bc,driver,4
8b7c7b2c-93f8-45a5-a11f-ce138aacc895,05bca4d0-e57e-4319-9aad-09bd603ef17a,shipper,5
1dd5e4bb-f793-4e64-bf68-8290aaa739fd,2d28751d-70ba-4487-82d5-095cea62b22f,driver,4
1dd5e4bb-f793-4e64-bf68-8290aaa739fd,095ad917-ac53-451c-97d2-405f4aca498f,shipper,4
1dd5e4bb-f793-4e64-bf68-8290aaa739fd,0eefecd2-5b8c-4f61-ae34-838b16b53659,driver,5
1dd5e4bb-f793-4e64-bf68-8290aaa739fd,095ad917-ac53-451c-97d2-405f4aca498f,shipper,4
a531b1f8-65d8-4242-8bcc-51afc6638077,be09b6f7-4efa-4ac9-b363-71f395b927fa,driver,5
a531b1f8-65d8-4242-8bcc-51afc6638077,76f544ba-8998-4824-b4d5-56daa98c200a,shipper,2
124b6a2b-9f20-4d2a-8030-9686b8e6fa11,9db88e80-6a44-4430-b307-494694355bcb,driver,4
124b6a2b-9f20-4d2a-8030-9686b8e6fa11,c8bbf470-efb2-40c7-be1b-1e6a320fe008,shipper,5
0afdca80-6bdc-4e66-acb9-864302130cb4,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,5
0afdca80-6bdc-4e66-acb9-864302130cb4,dd1f7c85-51f1-402e-b9f6-ab2f6e4865ba,shipper,5
0afdca80-6bdc-4e66-acb9-864302130cb4,6d65ee0b-0d87-4816-9b43-1e74af2b76bd,driver,5
0afdca80-6bdc-4e66-acb9-864302130cb4,dd1f7c85-51f1-402e-b9f6-ab2f6e4865ba,shipper,5
0afdca80-6bdc-4e66-acb9-864302130cb4,2d28751d-70ba-4487-82d5-095cea62b22f,driver,5
0afdca80-6bdc-4e66-acb9-864302130cb4,dd1f7c85-51f1-402e-b9f6-ab2f6e4865ba,shipper,5
5dedb6d9-f352-440c-bf57-25bec18c0902,1f148489-0bcb-4470-8354-42eed5c4f971,driver,5
5dedb6d9-f352-440c-bf57-25bec18c0902,544105af-97ea-4526-94ec-724000ecf88c,shipper,5
5dedb6d9-f352-440c-bf57-25bec18c0902,3fc247b8-f090-4cea-81a6-9112ffe9f796,driver,5
5dedb6d9-f352-440c-bf57-25bec18c0902,544105af-97ea-4526-94ec-724000ecf88c,shipper,5
3e2e69e5-a385-4bf7-af8d-8fc95f29812a,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,5
3e2e69e5-a385-4bf7-af8d-8fc95f29812a,ab560d2e-94e2-497d-b2e2-5e0a0ba57fca,shipper,4
300822cf-caf1-4c7d-9cda-5331dcc7fa0f,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,driver,5
300822cf-caf1-4c7d-9cda-5331dcc7fa0f,78f793c7-edba-4168-bc93-724607d87072,shipper,4
300822cf-caf1-4c7d-9cda-5331dcc7fa0f,0f7a5a1e-c1b1-4db5-b7bc-22c0b78c5171,driver,5
300822cf-caf1-4c7d-9cda-5331dcc7fa0f,78f793c7-edba-4168-bc93-724607d87072,shipper,5
70271649-a61b-448b-a9b3-1c7503bd7913,0790fa20-df4f-43aa-b491-56eb44a3e0b6,driver,5
70271649-a61b-448b-a9b3-1c7503bd7913,21faef45-ee46-4f38-a134-444f1c0f4acc,shipper,4
70271649-a61b-448b-a9b3-1c7503bd7913,b05b01d0-a319-4a48-8fe3-e2a08529ea69,driver,5
70271649-a61b-448b-a9b3-1c7503bd7913,21faef45-ee46-4f38-a134-444f1c0f4acc,shipper,5
a2367d4a-c2ca-4d2b-8d85-e693b07258d6,0f6665ac-5ddd-43a7-a9a3-d15d46cfbc97,driver,4
a2367d4a-c2ca-4d2b-8d85-e693b07258d6,8954a194-e046-4e2c-a608-b07aa40c26bd,shipper,5
404d8f70-8c25-4a22-b95a-69c93a60dd4f,fc6966be-098b-43a6-a653-1fa3b599e23e,driver,4
404d8f70-8c25-4a22-b95a-69c93a60dd4f,56668049-7c88-4471-a3f5-93584b6849c1,shipper,4
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,eda803f0-7286-45ff-8f75-84584956b46f,driver,5
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,5
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,1f148489-0bcb-4470-8354-42eed5c4f971,driver,5
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,5
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,eef8d72c-0ab6-40fa-a165-615edc5821f1,driver,5
6b57eef4-9b09-4e10-a06b-2d3aa6b3854f,4752ae33-8c47-40e1-be3b-c97c51f20f83,shipper,2
7a97cd28-c463-4dfc-95c1-ed0136133973,3cb3181a-1d19-4827-b8eb-3faba1e231e3,driver,4
7a97cd28-c463-4dfc-95c1-ed0136133973,d0236f2e-c357-47b0-a24a-dc8f2daf3028,shipper,5
6e0dae3e-9ce4-4c1c-9907-f39f6b605db8,083442ef-2844-4bf4-90c7-0a4c51e16ed0,driver,5
6e0dae3e-9ce4-4c1c-9907-f39f6b605db8,0d40c9b7-2d30-4bf8-80aa-28c821e3e77e,shipper,5
a08fb471-7194-4146-9882-dff9f6caf169,90ef76ca-622f-43be-be2f-27f0a925941a,driver,4
a08fb471-7194-4146-9882-dff9f6caf169,0c5b9a76-0df0-4cfe-a517-44dacd1d83a5,shipper,5
b052faec-bd8e-4e7a-b92b-48d7193a9b87,eda803f0-7286-45ff-8f75-84584956b46f,driver,4
b052faec-bd8e-4e7a-b92b-48d7193a9b87,8d627e20-a47a-4129-a380-eb616c6dd69e,shipper,5
c64b260b-c732-4895-bb93-6987f333f078,7a135a62-fc87-4ff4-aa59-1019fc6df31e,driver,3
c64b260b-c732-4895-bb93-6987f333f078,237759a4-ad01-4dd7-b41f-44c926dac557,shipper,5
8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,driver,4
8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,c722a9a6-9f4d-465a-8fc9-be9b8c2950cf,shipper,5
8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,40e70bd2-0f4c-4ed4-8b62-55fce5047760,driver,4
8aaf727a-cf34-4a6d-bafe-40ed5c9628f8,c722a9a6-9f4d-465a-8fc9-be9b8c2950cf,shipper,4
eae78d03-a81d-4473-895d-7954c5dd68b5,a2de8edd-b399-484f-8151-3a5ef1d893b0,driver,4
eae78d03-a81d-4473-895d-7954c5dd68b5,8bc68c2d-5e9f-427f-a3a6-27f8c0588634,shipper,5
a6696f47-89a2-4dcd-9ce4-7949378fb65f,00d3503e-ffe5-4e26-84be-9007a8a81e4c,driver,5
a6696f47-89a2-4dcd-9ce4-7949378fb65f,1b352524-fa65-4d40-adc4-c3b6ec9b1862,shipper,5
a6696f47-89a2-4dcd-9ce4-7949378fb65f,3fc6f138-6045-4882-8a16-2692f69d4228,driver,4
a6696f47-89a2-4dcd-9ce4-7949378fb65f,1b352524-fa65-4d40-adc4-c3b6ec9b1862,shipper,5
a6696f47-89a2-4dcd-9ce4-7949378fb65f,4c8a509f-04a9-4a9e-95f2-50c885ca0979,driver,5
a6696f47-89a2-4dcd-9ce4-7949378fb65f,1b352524-fa65-4d40-adc4-c3b6ec9b1862,shipper,4
8a81e296-3f7e-49d1-b984-aac0663545e7,3fc6f138-6045-4882-8a16-2692f69d4228,driver,4
8a81e296-3f7e-49d1-b984-aac0663545e7,579cb585-d846-49eb-bef7-e51402810c4e,shipper,5
72b61a2a-9b76-45c5-a80f-866da32c75b4,0aa62c09-bc7a-4951-9708-4a86275ad8c6,driver,5
72b61a2a-9b76-45c5-a80f-866da32c75b4,ea7b654c-22fa-4491-ab89-99c8a8867ddd,shipper,5
72b61a2a-9b76-45c5-a80f-866da32c75b4,463a85e7-e033-4bec-a267-bfa7aa85640d,driver,5
72b61a2a-9b76-45c5-a80f-866da32c75b4,ea7b654c-22fa-4491-ab89-99c8a8867ddd,shipper,5
72b61a2a-9b76-45c5-a80f-866da32c75b4,083714ac-54b3-4d64-bc00-704dc355b5f8,driver,5
72b61a2a-9b76-45c5-a80f-866da32c75b4,ea7b654c-22fa-4491-ab89-99c8a8867ddd,shipper,4
b601e726-b663-4c12-8fc0-e59ae6842dbc,0eefecd2-5b8c-4f61-ae34-838b16b53659,driver,4
b601e726-b663-4c12-8fc0-e59ae6842dbc,9f9a60a1-b182-4190-b274-35482830e3d2,shipper,5
24181fd0-bf9f-4f99-8a71-e33149146444,310f7ff6-c724-4278-b409-74d1ab8bf019,driver,3
24181fd0-bf9f-4f99-8a71-e33149146444,9d4ddc89-e9dc-40fc-b003-9b8d2c0714ae,shipper,5
bd935b53-8375-48f9-858b-ee9a57789dd1,d265c88a-1052-4bc1-b426-bc9a3e77f666,driver,5
bd935b53-8375-48f9-858b-ee9a57789dd1,ac88543f-e08e-4905-a612-03108c121e77,shipper,5
bd935b53-8375-48f9-858b-ee9a57789dd1,3fc247b8-f090-4cea-81a6-9112ffe9f796,driver,4
bd935b53-8375-48f9-858b-ee9a57789dd1,ac88543f-e08e-4905-a612-03108c121e77,shipper,5
