id,trip_id,sequence_no,driver_id,hub_from_id,hub_to_id,distance_km,estimated_minutes,avg_speed_kmph,status,started_at,ended_at
986187af-c5a6-47b2-9ae7-d0e24f8741ef,a531b1f8-65d8-4242-8bcc-51afc6638077,0,be09b6f7-4efa-4ac9-b363-71f395b927fa,,,505.8,1277.4,22.1,completed,2026-09-07T20:51:20.401545,2026-09-08T18:08:43.167220
1f12c4b9-b582-4613-aa40-24ed28bf5173,124b6a2b-9f20-4d2a-8030-9686b8e6fa11,0,9db88e80-6a44-4430-b307-494694355bcb,,,178.1,197.0,51.0,completed,2026-09-05T00:51:20.404017,2026-09-05T04:08:20.324628
c9bb86db-a087-418f-a73a-ff6264a24a22,0afdca80-6bdc-4e66-acb9-864302130cb4,0,b05b01d0-a319-4a48-8fe3-e2a08529ea69,,faa81e93-f79d-4d3d-9240-87cdf9df3633,422.9,468.0,50.6,completed,2026-09-06T17:51:20.405498,2026-09-07T01:39:20.741364
15247822-8e18-4e25-8639-e3e7427a64a0,0afdca80-6bdc-4e66-acb9-864302130cb4,1,6d65ee0b-0d87-4816-9b43-1e74af2b76bd,faa81e93-f79d-4d3d-9240-87cdf9df3633,2ddf4880-95a6-4875-857d-f1d095b7fc48,376.4,483.6,43.3,completed,2026-09-07T01:39:20.741364,2026-09-07T09:42:57.173726
dc19f20c-8e6b-4c27-8410-66fe5a916adb,0afdca80-6bdc-4e66-acb9-864302130cb4,2,2d28751d-70ba-4487-82d5-095cea62b22f,2ddf4880-95a6-4875-857d-f1d095b7fc48,,540.9,891.4,37.3,completed,2026-09-07T09:42:57.173726,2026-09-08T00:34:21.650291
b701beb4-4ff6-4b75-b836-bf56e2887394,5dedb6d9-f352-440c-bf57-25bec18c0902,0,1f148489-0bcb-4470-8354-42eed5c4f971,,faa81e93-f79d-4d3d-9240-87cdf9df3633,970.1,1042.1,48.2,completed,2026-09-05T17:51:20.409143,2026-09-06T11:13:29.166152
d0d9399b-09e1-4c20-9c51-0553755ebca4,5dedb6d9-f352-440c-bf57-25bec18c0902,1,3fc247b8-f090-4cea-81a6-9112ffe9f796,faa81e93-f79d-4d3d-9240-87cdf9df3633,,688.0,948.0,41.0,completed,2026-09-06T11:13:29.166152,2026-09-07T03:01:29.501658
3d96a142-5d91-4105-af26-1c9e0cc93920,3e2e69e5-a385-4bf7-af8d-8fc95f29812a,0,0790fa20-df4f-43aa-b491-56eb44a3e0b6,,,75.3,88.9,46.9,completed,2026-09-04T22:51:20.412875,2026-09-05T00:20:16.243971
66829d59-84d9-4061-86d8-36b4a7d6448f,300822cf-caf1-4c7d-9cda-5331dcc7fa0f,0,bda819c9-5bc1-45c0-b673-47f1f8fc1da8,,c2f4b9b4-48ee-4746-958f-6169ba532344,244.4,340.5,42.4,completed,2026-09-05T03:51:20.413898,2026-09-05T09:31:51.501353
01b98ddd-4a01-43a3-9b1c-992217b57032,300822cf-caf1-4c7d-9cda-5331dcc7fa0f,1,0f7a5a1e-c1b1-4db5-b7bc-22c0b78c5171,c2f4b9b4-48ee-4746-958f-6169ba532344,,178.1,322.6,41.2,completed,2026-09-05T09:31:51.501353,2026-09-05T14:54:25.996934
