driver_id,segment_id,lat,lon,speed_kmph,source,recorded_at
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.93038,77.8667,33.3,gps,2026-09-04T02:42:13.301709
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.86203,77.88234,40.2,gps,2026-09-04T02:52:23.909038
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.83666,77.83972,29.9,gps,2026-09-04T03:02:34.516367
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.77092,77.78777,39.1,gps,2026-09-04T03:12:45.123696
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.73188,77.78344,31.5,gps,2026-09-04T03:22:55.731025
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.66745,77.74866,29.9,gps,2026-09-04T03:33:06.338354
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.61727,77.73599,33.9,gps,2026-09-04T03:43:16.945683
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.53812,77.71696,35.0,gps,2026-09-04T03:53:27.553012
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.49642,77.69645,42.9,gps,2026-09-04T04:03:38.160341
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.43351,77.66177,34.9,gps,2026-09-04T04:13:48.767670
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.39422,77.65107,34.3,gps,2026-09-04T04:23:59.374999
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.33687,77.59236,41.3,gps,2026-09-04T04:34:09.982329
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.31109,77.58879,36.3,gps,2026-09-04T04:44:20.589658
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.23421,77.55487,30.1,gps,2026-09-04T04:54:31.196987
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.20149,77.53362,40.1,gps,2026-09-04T05:04:41.804316
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.15604,77.53286,29.6,gps,2026-09-04T05:14:52.411645
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.10109,77.49159,30.1,gps,2026-09-04T05:25:03.018974
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,26.02482,77.46685,29.1,gps,2026-09-04T05:35:13.626303
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.99113,77.41101,28.6,gps,2026-09-04T05:45:24.233632
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.95729,77.39366,35.0,gps,2026-09-04T05:55:34.840961
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.87078,77.39955,32.0,gps,2026-09-04T06:05:45.448290
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.81014,77.33345,15.9,gps,2026-09-04T06:15:56.055619
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.80354,77.33899,32.0,gps,2026-09-04T06:26:06.662948
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.74006,77.30556,30.7,gps,2026-09-04T06:36:17.270277
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.6946,77.28706,37.8,gps,2026-09-04T06:46:27.877606
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.6337,77.25169,30.5,gps,2026-09-04T06:56:38.484935
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.56465,77.21391,46.0,gps,2026-09-04T07:06:49.092264
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.52839,77.22918,40.3,gps,2026-09-04T07:16:59.699593
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.4859,77.20378,31.4,gps,2026-09-04T07:27:10.306922
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.42964,77.14274,39.1,gps,2026-09-04T07:37:20.914251
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.3792,77.14353,36.0,gps,2026-09-04T07:47:31.521580
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.30902,77.11104,34.5,gps,2026-09-04T07:57:42.128909
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.28168,77.06246,37.3,gps,2026-09-04T08:07:52.736238
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.18746,77.05601,33.6,gps,2026-09-04T08:18:03.343567
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.15714,77.0361,34.5,gps,2026-09-04T08:28:13.950896
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.09375,77.02171,37.4,gps,2026-09-04T08:38:24.558225
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.0487,76.99994,43.6,gps,2026-09-04T08:48:35.165554
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,25.02117,76.95394,34.6,gps,2026-09-04T08:58:45.772883
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.97014,76.92998,31.1,gps,2026-09-04T09:08:56.380212
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.8779,76.92744,23.2,gps,2026-09-04T09:19:06.987541
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.8418,76.8965,43.1,gps,2026-09-04T09:29:17.594870
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.81104,76.84585,32.0,gps,2026-09-04T09:39:28.202200
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.75585,76.83205,36.0,gps,2026-09-04T09:49:38.809529
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.67492,76.80463,42.9,gps,2026-09-04T09:59:49.416858
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.64873,76.76852,34.5,gps,2026-09-04T10:10:00.024187
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.57649,76.77911,32.4,gps,2026-09-04T10:20:10.631516
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.51086,76.71399,40.4,gps,2026-09-04T10:30:21.238845
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.47539,76.68909,35.6,gps,2026-09-04T10:40:31.846174
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.41442,76.67825,36.3,gps,2026-09-04T10:50:42.453503
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.36891,76.65601,25.7,gps,2026-09-04T11:00:53.060832
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.30257,76.65084,39.4,gps,2026-09-04T11:11:03.668161
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.26843,76.62242,35.2,gps,2026-09-04T11:21:14.275490
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.24669,76.55686,26.5,gps,2026-09-04T11:31:24.882819
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.19132,76.56192,35.8,gps,2026-09-04T11:41:35.490148
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.11768,76.55676,23.0,gps,2026-09-04T11:51:46.097477
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.05621,76.50187,45.0,gps,2026-09-04T12:01:56.704806
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,24.03644,76.50096,27.8,gps,2026-09-04T12:12:07.312135
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.96551,76.47049,41.4,gps,2026-09-04T12:22:17.919464
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.92782,76.45431,29.3,gps,2026-09-04T12:32:28.526793
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.85915,76.39553,36.1,gps,2026-09-04T12:42:39.134122
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.80719,76.37679,28.8,gps,2026-09-04T12:52:49.741451
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.76526,76.37391,38.3,gps,2026-09-04T13:03:00.348780
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.71643,76.35119,32.1,gps,2026-09-04T13:13:10.956109
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.67516,76.33377,35.7,gps,2026-09-04T13:23:21.563438
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.6025,76.30478,33.4,gps,2026-09-04T13:33:32.170767
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.5538,76.26659,26.5,gps,2026-09-04T13:43:42.778096
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.47451,76.22891,35.8,gps,2026-09-04T13:53:53.385425
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.465,76.19056,30.8,gps,2026-09-04T14:04:03.992754
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.38038,76.17343,38.6,gps,2026-09-04T14:14:14.600083
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.33907,76.14897,32.1,gps,2026-09-04T14:24:25.207412
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.31022,76.12077,32.9,gps,2026-09-04T14:34:35.814741
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.26226,76.10351,41.7,gps,2026-09-04T14:44:46.422071
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.20414,76.08114,45.2,gps,2026-09-04T14:54:57.029400
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.14767,76.03353,37.3,gps,2026-09-04T15:05:07.636729
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.10682,76.01783,31.9,gps,2026-09-04T15:15:18.244058
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,23.00724,76.03245,31.5,gps,2026-09-04T15:25:28.851387
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,22.95388,75.95737,29.2,gps,2026-09-04T15:35:39.458716
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,22.91325,75.97606,30.2,gps,2026-09-04T15:45:50.066045
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,22.88164,75.91858,32.0,gps,2026-09-04T15:56:00.673374
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,22.82182,75.88687,43.1,gps,2026-09-04T16:06:11.280703
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,22.79563,75.88081,32.3,gps,2026-09-04T16:16:21.888032
7c1ae16d-496a-4d0f-b401-8ae3e76b86ab,7a19578d-9805-4ade-af2b-c0325be033f0,22.70642,75.85061,27.2,gps,2026-09-04T16:26:32.495361
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.74467,75.8695,42.4,gps,2026-09-04T16:26:32.495361
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.70492,75.90048,35.3,gps,2026-09-04T16:36:50.487886
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.65,75.98386,45.1,gps,2026-09-04T16:47:08.480412
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.6537,76.04466,39.0,gps,2026-09-04T16:57:26.472937
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.62288,76.09477,39.8,gps,2026-09-04T17:07:44.465463
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.59499,76.14616,39.3,gps,2026-09-04T17:18:02.457988
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.54641,76.24129,37.9,gps,2026-09-04T17:28:20.450514
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.49784,76.29503,42.5,gps,2026-09-04T17:38:38.443039
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.47132,76.35528,38.1,gps,2026-09-04T17:48:56.435565
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.46887,76.42229,43.6,gps,2026-09-04T17:59:14.428090
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.42622,76.44242,42.0,gps,2026-09-04T18:09:32.420615
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.39473,76.53691,41.1,gps,2026-09-04T18:19:50.413141
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.33997,76.59711,37.7,gps,2026-09-04T18:30:08.405666
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.30723,76.64577,39.4,gps,2026-09-04T18:40:26.398192
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.30335,76.70745,46.0,gps,2026-09-04T18:50:44.390717
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.26674,76.79316,44.8,gps,2026-09-04T19:01:02.383243
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.24231,76.81419,37.4,gps,2026-09-04T19:11:20.375768
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.19729,76.89507,42.7,gps,2026-09-04T19:21:38.368293
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.19323,76.96112,46.0,gps,2026-09-04T19:31:56.360819
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.17809,77.03065,33.9,gps,2026-09-04T19:42:14.353344
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.12381,77.09436,45.0,gps,2026-09-04T19:52:32.345870
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.10102,77.1281,38.9,gps,2026-09-04T20:02:50.338395
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.05257,77.22216,45.1,gps,2026-09-04T20:13:08.330921
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.02468,77.25696,38.4,gps,2026-09-04T20:23:26.323446
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,22.02048,77.32434,33.2,gps,2026-09-04T20:33:44.315972
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.98633,77.37268,34.1,gps,2026-09-04T20:44:02.308497
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.94724,77.43301,42.5,gps,2026-09-04T20:54:20.301022
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.91718,77.49558,43.5,gps,2026-09-04T21:04:38.293548
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.8751,77.55247,37.7,gps,2026-09-04T21:14:56.286073
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.86366,77.64588,45.4,gps,2026-09-04T21:25:14.278599
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.83179,77.68718,33.9,gps,2026-09-04T21:35:32.271124
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.78238,77.73326,41.9,gps,2026-09-04T21:45:50.263650
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.76432,77.81117,36.2,gps,2026-09-04T21:56:08.256175
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.72565,77.86785,39.0,gps,2026-09-04T22:06:26.248701
69b345b3-ec55-408a-978c-9b0062c84f4a,620622b9-a6e9-478f-9d23-2cc79ffd8fd7,21.72144,77.92729,42.5,gps,2026-09-04T22:16:44.241226
