id,segment_from_id,segment_to_id,hub_id,otp_code,disputed,distance_from_hub_km
32bdd0e8-2d1a-4e39-98fc-827d0b75dd6a,b33b7221-6cd6-4b05-9cd4-7ecb0dd1deed,55c2bd6c-d70e-4730-8e28-22b70d7d141c,c2f4b9b4-48ee-4746-958f-6169ba532344,389809,False,0.38
10c2e055-2267-47d6-a759-1d4acc51be4c,f536ca3f-a1ad-4b7c-906f-4bef445f5478,aecfa63c-c5c7-4dbb-991a-e56cfa89afef,c2f4b9b4-48ee-4746-958f-6169ba532344,146372,True,5.4
e3a5df75-5c28-4053-b536-6d28c8d1e9c1,d21aa981-6697-4bbc-89e7-cf4b7f788c3d,7c46bbf3-0c74-41b7-8145-5e913d9ab05f,a30de39d-9e98-4258-b754-758c8da83902,255825,False,0.49
63c1b425-d9c5-41db-9f5f-3254b6098537,f584c020-87cf-417d-aa7b-f938e9f50627,44084738-105d-4267-9502-e335427cb14a,faa81e93-f79d-4d3d-9240-87cdf9df3633,767377,False,0.21
b1d8919e-d803-4c0a-91be-056daf1383ec,44084738-105d-4267-9502-e335427cb14a,4e8012f7-47ec-4675-84fa-0f433071f7aa,2ddf4880-95a6-4875-857d-f1d095b7fc48,613321,False,0.37
094e3e8b-984d-4706-a6b3-18c5ea5759a2,f41ecc2b-c9c2-46cd-89c6-8a312e228d94,9f8aa35d-b682-49df-8ff5-9d4efe12f566,8fba1efa-7c25-4a5b-b271-bb1ac4460664,386275,False,0.12
a04b26cd-4826-447a-8c92-32c1c31b2dd5,41f016cc-3af4-4b32-8541-66fbd96461ce,e5d247c9-fe1d-4945-a22c-4da054c4bd9d,8fba1efa-7c25-4a5b-b271-bb1ac4460664,468653,False,0.12
fb1c2ba2-31d9-4cd1-8652-c27f265ae668,8a376b82-9003-4baf-a543-20c0cf3649f2,acac145b-04e0-4a7c-94ca-f952c8e2e859,c2f4b9b4-48ee-4746-958f-6169ba532344,426592,False,0.08
b6112f35-b814-45f7-931f-a015e59ba534,81f37b59-050f-49db-b26e-0edd91a6b298,2143342e-8388-4eec-821d-552a21e93160,c2f4b9b4-48ee-4746-958f-6169ba532344,605590,False,0.33
8ecffc41-a85b-4b12-91ec-c141a7f0221e,2143342e-8388-4eec-821d-552a21e93160,bc553b52-a109-432c-b950-c1a6aefba079,9708822b-62d4-4ac2-ae57-f36abd36b0cb,321921,False,0.09
be6896ca-93b4-4978-83b0-ab1ff8208726,2e28fecc-55ef-4605-bb8e-7222e963993a,41dfe48e-cd5e-486e-a1a2-76995aadf9a8,a30de39d-9e98-4258-b754-758c8da83902,568957,True,13.0
80627282-9a57-4d64-a689-171da401fa1e,41dfe48e-cd5e-486e-a1a2-76995aadf9a8,328d41e8-a077-4228-946d-1719004fea54,69cc852b-0428-432f-9fd5-25c49064f57d,316247,False,0.33
505cc49c-136b-4396-8e2e-02d317979b39,5ed0ae31-1c8c-4665-a3b4-133103f65862,013d6d05-f989-47ff-8654-bd6f7969563f,5dbdf32d-78de-4094-b415-861af0ca99a2,938672,False,0.34
49d39818-3afe-42d4-9209-cc102f81566f,3670c859-bcd4-4597-9552-4671a250ec0f,c3e619bd-56b6-4463-8a1e-e61a6157129d,faa81e93-f79d-4d3d-9240-87cdf9df3633,416611,False,0.45
74df7838-8be2-4865-9628-44f457fa4af7,f2b8708b-c144-4d63-81bb-52df678318b4,07e21b84-b85f-4422-a918-f0751554bb15,8fba1efa-7c25-4a5b-b271-bb1ac4460664,818445,False,0.36
2fcc317a-f357-4690-bf26-c0694c338158,c9bb86db-a087-418f-a73a-ff6264a24a22,15247822-8e18-4e25-8639-e3e7427a64a0,faa81e93-f79d-4d3d-9240-87cdf9df3633,998794,False,0.36
c0c7d346-e777-4f36-acc0-beacb4126b91,15247822-8e18-4e25-8639-e3e7427a64a0,dc19f20c-8e6b-4c27-8410-66fe5a916adb,2ddf4880-95a6-4875-857d-f1d095b7fc48,555416,False,0.03
77f1132b-7664-416d-ba1a-b0d4e8a29190,b701beb4-4ff6-4b75-b836-bf56e2887394,d0d9399b-09e1-4c20-9c51-0553755ebca4,faa81e93-f79d-4d3d-9240-87cdf9df3633,492722,False,0.23
76f81709-15ba-4c65-bca6-70ca930b276a,66829d59-84d9-4061-86d8-36b4a7d6448f,01b98ddd-4a01-43a3-9b1c-992217b57032,c2f4b9b4-48ee-4746-958f-6169ba532344,206330,False,0.33
eb0d9f56-e273-4b1b-9098-b46b689e66ed,c16e76d1-d90d-4033-8619-526eb6f7560b,8badbd58-6512-4157-b991-6ad99f4f8568,8fba1efa-7c25-4a5b-b271-bb1ac4460664,763877,False,0.38
dc872971-d4be-444c-a877-d794d3f1806c,dd9bf864-d319-46f4-81e8-abd5466f314d,4ae072dc-c044-4bc0-8230-63dedeae2c62,9708822b-62d4-4ac2-ae57-f36abd36b0cb,453637,False,0.5
13351a1a-cc62-484e-98fc-b774a31dfdb1,4ae072dc-c044-4bc0-8230-63dedeae2c62,d8faa844-817e-4727-8a06-ad70cbdc5d02,c2f4b9b4-48ee-4746-958f-6169ba532344,457546,False,0.4
bd4f0af5-4fc2-4c17-b991-e709f04fac46,ef749a40-d45c-4bcc-9ff3-774c9f58867f,c8ea2507-f431-44e4-bf65-ee85273904c4,c2f4b9b4-48ee-4746-958f-6169ba532344,767625,False,0.23
e8fe1a7e-50aa-4563-9d1c-6ce30febfc48,128e7fc0-8eb4-4441-a466-2f4200d5fdb5,6cb9a22f-df7b-4aa8-9dc4-f8d41e912990,faa81e93-f79d-4d3d-9240-87cdf9df3633,494273,False,0.21
ac0aefc3-9aa1-49ee-88eb-72da84eee720,6cb9a22f-df7b-4aa8-9dc4-f8d41e912990,9211f495-70aa-43c1-9986-53dc8a012be9,288de4cd-bf1a-4a25-847c-68865d138b36,111444,False,0.15
9ea6c69b-3fe0-44a3-bc69-73c1626d1282,5bffb5c6-208e-4e67-b698-5b4659300433,047ec959-f72c-4038-bafe-78536043ec5e,faa81e93-f79d-4d3d-9240-87cdf9df3633,533595,False,0.42
d5dccfda-f9d6-45f8-9f03-ca48beb6d3a0,047ec959-f72c-4038-bafe-78536043ec5e,40009793-0a27-4d5f-a515-aca2eed461d1,2ddf4880-95a6-4875-857d-f1d095b7fc48,336288,False,0.41
70a63aab-c483-421e-96f7-3ecf6cd8ac89,7f923b38-f750-4ba4-bd6f-05a91caf1f4c,a28bce06-dd7c-4be8-8db0-ff41bea759b7,faa81e93-f79d-4d3d-9240-87cdf9df3633,430489,False,0.42
9821e604-079c-4be7-9edb-c36000913cc2,4e7ae8f2-dc0e-415b-9f88-fc29a031da82,01122106-2026-4b9a-bdc4-793308e15dfb,8fba1efa-7c25-4a5b-b271-bb1ac4460664,286064,False,0.27
e575d943-7227-4732-ab30-84aaf70a3580,6ff49766-866d-4c29-b1e7-5d3991483729,f46d8dc0-1d29-497c-af78-ab6ac55c1278,faa81e93-f79d-4d3d-9240-87cdf9df3633,969494,False,0.11
fba2b430-770d-4096-9d44-fda7ab2bce35,bed07396-4190-4fc0-89ab-4b97e4c18bf2,b6b22e95-ae10-4c84-bfd4-32367e34919a,8fba1efa-7c25-4a5b-b271-bb1ac4460664,749466,False,0.44
452a24b4-9b7a-49ae-a854-4a3eb2ff7f9b,03249467-ad04-425c-bae6-359721df1a3a,871a6084-c917-4362-b6db-04788ff39758,2ddf4880-95a6-4875-857d-f1d095b7fc48,515320,False,0.24
03d243a4-21d9-45d8-9aa0-a1d9b66c232f,871a6084-c917-4362-b6db-04788ff39758,f2c04973-6bec-4207-94c1-ea7f17844b3a,faa81e93-f79d-4d3d-9240-87cdf9df3633,685975,False,0.06
26682f6b-668a-4400-a9b4-b03a4e566fc1,f2c04973-6bec-4207-94c1-ea7f17844b3a,33d0ba38-0cb3-427c-9684-2ffe141de981,288de4cd-bf1a-4a25-847c-68865d138b36,281287,False,0.29
dd6d9346-b0da-42ee-9cbf-227bfc3f42e7,3b2b254b-89fa-4e5d-910b-ba9cecb52f91,36d35b79-3577-4c2d-bfcd-6da31f72569d,c2f4b9b4-48ee-4746-958f-6169ba532344,925803,False,0.14
496af999-9551-43e3-922a-15972b7ee8b6,36d35b79-3577-4c2d-bfcd-6da31f72569d,a96c5a00-af5f-49ec-bcfe-9227201366e4,2ddf4880-95a6-4875-857d-f1d095b7fc48,609057,False,0.26
3d5aa0b7-8943-4304-974f-e1fb0dcbf1d7,a4cd053a-35c6-4caa-a35b-02ccc498012e,5aee91ba-1fde-4076-83e2-89dfa9eea24c,faa81e93-f79d-4d3d-9240-87cdf9df3633,824284,False,0.05
f08df53f-6cfa-4bf2-82ff-19642e6e5e07,b19cd15a-2d8e-4983-8e18-3fe12719b3bd,36a2bbca-ec61-49df-9a29-59fb87215ddc,faa81e93-f79d-4d3d-9240-87cdf9df3633,680514,False,0.11
31af61a3-4cee-40e1-a242-bde87dacb1a5,093a737b-7ce1-44c8-acdc-47c2db858a4b,c6cd1269-441c-45ca-ad12-564b006965f7,faa81e93-f79d-4d3d-9240-87cdf9df3633,972839,False,0.3
b35ae1fa-6d75-4b3c-b9bd-1016941259f3,ed167403-57da-4b7a-a90d-22f32c01bb25,688c2690-af8f-4649-8fe0-b5e53ac5178b,c2f4b9b4-48ee-4746-958f-6169ba532344,174801,False,0.16
f804a4a9-582c-49bd-aa32-3220d04a347c,d3bd2900-d45a-499f-85bf-021976129038,04ce73b7-498a-4ed0-911b-ae41451ea295,8fba1efa-7c25-4a5b-b271-bb1ac4460664,145559,False,0.21
7395f9f5-46b0-40e5-a73e-788ed9c509fa,ff417ada-985b-4d75-8c07-abab0dbe881a,8f1bd9ae-4650-4e89-8fef-4aa804f2143b,faa81e93-f79d-4d3d-9240-87cdf9df3633,369434,False,0.44
e6e0ca3a-ed52-42a6-8f9a-d7617b164f53,8f1bd9ae-4650-4e89-8fef-4aa804f2143b,de679b9a-1aec-4dbe-83e9-a7374e03d62b,2ddf4880-95a6-4875-857d-f1d095b7fc48,550899,False,0.13
820f4c22-7325-4269-9f89-2c92cfe9982c,59085260-90d4-4331-8b67-d4e79b6e1154,699bdeee-5948-4b65-8a91-08aea6990f60,c2f4b9b4-48ee-4746-958f-6169ba532344,559613,False,0.41
70e5776c-059a-4518-96a4-d55b9ca8c492,699bdeee-5948-4b65-8a91-08aea6990f60,a6783984-69c7-401a-86f0-938e7ad12a1a,2ddf4880-95a6-4875-857d-f1d095b7fc48,192873,False,0.49
b74fecef-1668-477a-b0ba-c20c2437c270,a6783984-69c7-401a-86f0-938e7ad12a1a,a6a28dfe-03e4-4e3c-bd7e-d1ad52b4c4c8,faa81e93-f79d-4d3d-9240-87cdf9df3633,134109,False,0.25
d652a220-a3dc-47ae-8f94-364b6a3c61df,190f6232-dc49-4bde-96db-722a58912d75,7a27ae50-014f-4574-9f30-9d0ca909c3e5,faa81e93-f79d-4d3d-9240-87cdf9df3633,290904,False,0.4
a4ace605-cfd9-4cf3-b417-871119cf892b,379e93d3-7f84-4113-8612-c1d8583eb0ff,27ffef25-0f8d-47c6-ba0c-97e42c966598,5dbdf32d-78de-4094-b415-861af0ca99a2,991207,False,0.33
c68a3d95-fe2c-4558-9f49-23c6e8ba4cff,0c165c43-f2e7-4d24-b5c5-c5ae6c1488eb,765d72d5-eb24-41a1-94b3-263bbf42ec1a,a30de39d-9e98-4258-b754-758c8da83902,901215,False,0.21
5b1038c9-71ec-4736-902b-6bffefe638d3,17a7dbb7-bd1a-4ba2-bb61-fff75e33f328,fbb90256-7ed2-4e58-8a02-fdd5ea5388ea,288de4cd-bf1a-4a25-847c-68865d138b36,230355,False,0.01
e2d569ed-d56c-41b8-97fc-86264bbcadf0,fbb90256-7ed2-4e58-8a02-fdd5ea5388ea,107094aa-4931-43df-b736-3b5e341dbdce,faa81e93-f79d-4d3d-9240-87cdf9df3633,512454,False,0.39
b15d751f-9e03-4c31-a0a3-ffc2a2dc4b15,225a160a-5d75-4b29-bf92-71897b2ffd3b,d0735a3a-00f7-406e-a083-6ecb2e2a906c,c2f4b9b4-48ee-4746-958f-6169ba532344,336229,False,0.5
29c8c006-1100-403e-811f-4b178c490d04,0f99e114-efc1-442b-b2f2-a69d9c8e538a,7d2fe52b-507f-4b6c-bd67-8a5785cdab1b,2ddf4880-95a6-4875-857d-f1d095b7fc48,379551,False,0.24
df0819c6-5426-45b0-b7d6-b5a52da4caee,1a0459d9-8966-42af-a331-87fd7525115a,4452add0-5506-4a2e-9e8d-1fa7ea6bef3b,288de4cd-bf1a-4a25-847c-68865d138b36,415929,False,0.23
ede3dbd9-2cb8-4380-9ae9-23083d371aa2,4452add0-5506-4a2e-9e8d-1fa7ea6bef3b,1b854343-efca-45d9-b0d2-5a27620265ce,faa81e93-f79d-4d3d-9240-87cdf9df3633,289110,False,0.16
432dca38-8017-47ce-b105-c664d0e909fd,1b854343-efca-45d9-b0d2-5a27620265ce,1a707ad2-ce05-46ae-8d32-021124c14ed9,2ddf4880-95a6-4875-857d-f1d095b7fc48,109594,False,0.27
a8e6a7be-5c41-4893-a98e-615e3850b586,7880ee79-5f9a-40b0-9e79-5c0999c0f0b3,7cd88969-31bc-4dea-add3-92084287c5cc,c2f4b9b4-48ee-4746-958f-6169ba532344,878237,False,0.2
c46779bc-40e7-4058-9726-caa6f4e55f30,7cd88969-31bc-4dea-add3-92084287c5cc,db1687a7-9a0f-466b-9b00-7c1d12e8c4c1,2ddf4880-95a6-4875-857d-f1d095b7fc48,914073,False,0.22
7a63ea25-9386-4eb1-8c1d-17d184032451,db1687a7-9a0f-466b-9b00-7c1d12e8c4c1,3f25f327-7f46-44d4-84bc-6a39d1e4faa1,faa81e93-f79d-4d3d-9240-87cdf9df3633,126486,False,0.19
dee2eafd-44aa-4adb-b9c3-03c1f09c7848,3f25f327-7f46-44d4-84bc-6a39d1e4faa1,8e76eb3d-3baa-4838-bcda-afb5f567d67a,288de4cd-bf1a-4a25-847c-68865d138b36,581051,False,0.05
4e902861-b9fc-4741-8032-6e48e909492c,30a132dd-c2b7-413c-a51d-033ef54e8228,02416cca-567a-41fc-bfe4-087775b54b78,288de4cd-bf1a-4a25-847c-68865d138b36,765388,False,0.25
d879e66f-6757-4d30-aa1b-a58f3519f18f,02416cca-567a-41fc-bfe4-087775b54b78,677247c5-12fa-4fa2-8b81-afde12ed6ffb,faa81e93-f79d-4d3d-9240-87cdf9df3633,629593,False,0.17
39eea9de-9cfe-4003-a926-caf615132d65,c9301802-5b73-46e0-856d-7e1a7aab6be5,72a86c3b-d1f6-4d97-9187-7ef10c14519a,8fba1efa-7c25-4a5b-b271-bb1ac4460664,162563,False,0.45
aa402669-880e-4b2a-8344-63d723f7e843,ef262f9b-12c6-4866-bede-9e8634ac8fa0,b430fd62-b24a-4825-83d2-bce7e47e3596,69cc852b-0428-432f-9fd5-25c49064f57d,185445,False,0.15
b3488e85-fd17-4652-b26c-28b07611001a,2e5cdadd-a7e4-4241-a9bf-15e5d9ca001b,c2007083-924e-4113-b1ef-57e4377bc6d8,5dbdf32d-78de-4094-b415-861af0ca99a2,415010,False,0.06
6eed61cb-0907-4fce-a876-13c0ef0e93e7,c2007083-924e-4113-b1ef-57e4377bc6d8,5542711e-7dba-4afe-972a-1e70cf18341e,69cc852b-0428-432f-9fd5-25c49064f57d,304155,True,12.6
89629062-31c9-4b95-88ac-7f7aa780a7bc,14629fb4-86dc-4aff-a2af-88950e70b8c4,30065104-04d5-4262-b62c-3dea2c5e892d,c2f4b9b4-48ee-4746-958f-6169ba532344,721659,False,0.02
e18044fc-e6c9-406f-9639-386985c5ca77,58cbada9-008e-4f05-aa59-c26ac6a0d01f,29551c79-3b06-47d9-a7ae-40a2e07fe0e4,a30de39d-9e98-4258-b754-758c8da83902,458719,False,0.15
8de93ccb-4c70-4f9c-ac1f-43460e82ca22,6b8fd008-92b1-477b-84a0-b04ffd1717ca,38bc67e2-7b09-4e22-a092-b6d82e2598c3,69cc852b-0428-432f-9fd5-25c49064f57d,882397,False,0.44
35095e51-5c6f-475c-a58a-2949b27143d2,38bc67e2-7b09-4e22-a092-b6d82e2598c3,d422d7d3-0fb4-443e-9b26-733673b088b2,5dbdf32d-78de-4094-b415-861af0ca99a2,481820,False,0.02
f5c08d28-5b14-409b-ad59-985d958fb564,d422d7d3-0fb4-443e-9b26-733673b088b2,172ecb7a-2692-47a9-9ca5-d60f789a7802,9e7e9588-92a7-42c9-9eef-e79c1acf67b7,221437,False,0.46
e0d17e32-4635-4f40-8488-bb7a194ccf26,172ecb7a-2692-47a9-9ca5-d60f789a7802,b6f3e6bf-06be-43c1-a729-58227415ac54,b091d926-3e9c-4a1f-a8da-f30db329106c,956761,False,0.16
3f1e2cf3-525a-4f73-a8b1-9fc24dbeeb2c,fdc5cc0f-4cf9-4184-838a-f816d6bf27f2,12b905c1-93dc-47e2-8870-c60d91d0ac0c,2ddf4880-95a6-4875-857d-f1d095b7fc48,620517,False,0.38
6fac9774-f70d-4639-b2e2-135ac475c620,12b905c1-93dc-47e2-8870-c60d91d0ac0c,cfda7d65-40bc-4eab-9368-c22c9fcdbdfd,c2f4b9b4-48ee-4746-958f-6169ba532344,580043,False,0.15
139357d8-d4d2-4b56-85e2-f9f1a1ab173b,a260b1aa-983d-4648-9b40-34961028a861,38bc61fe-e9a9-4e0a-b627-8a11834d1a21,5dbdf32d-78de-4094-b415-861af0ca99a2,223027,True,7.4
8d0ef45f-6efc-49ff-bda9-5ed7e41a2d59,38bc61fe-e9a9-4e0a-b627-8a11834d1a21,076ac0ef-cb88-4a15-996b-bb7026460319,9e7e9588-92a7-42c9-9eef-e79c1acf67b7,896086,False,0.19
f9814afc-9222-4694-ae7b-5b62ee8f01a1,076ac0ef-cb88-4a15-996b-bb7026460319,b67bf36b-1ffc-47f0-a676-2408b1170019,b091d926-3e9c-4a1f-a8da-f30db329106c,359785,False,0.18
7cdd2b95-f1fd-4290-a7da-fdefe49652bf,e09aa0d6-b203-4808-a8ca-7e1b1d34cbaf,c21c4ac6-d447-4c2e-a654-83bb09e7a9d5,faa81e93-f79d-4d3d-9240-87cdf9df3633,122519,False,0.49
086284d4-fe45-4c96-96fa-0bca28e4afb8,8f9fc34f-c08f-4d33-bf56-9ca0e8f5b0e3,40be537a-b6b6-4e91-98a2-85895da56b5d,288de4cd-bf1a-4a25-847c-68865d138b36,934924,False,0.4
c0390063-3771-43db-a5ee-14e7df4cbd3d,40be537a-b6b6-4e91-98a2-85895da56b5d,4124610b-658a-4cb2-97d2-dd214ce99220,faa81e93-f79d-4d3d-9240-87cdf9df3633,667400,False,0.35
53c769e3-deac-42d5-8688-b6d637f4d965,4124610b-658a-4cb2-97d2-dd214ce99220,88073ff7-b580-4fb7-911d-7294e75aeada,2ddf4880-95a6-4875-857d-f1d095b7fc48,623829,False,0.45
901569a0-7ca3-4ec4-8e7e-c804856b2e45,f9683464-b43c-49b9-9eaa-5723240c0b71,916c925f-26d0-4354-ab09-cd82e2df2546,c2f4b9b4-48ee-4746-958f-6169ba532344,604582,False,0.11
c4fa6744-bb0c-43c5-8215-1cc0d17c0c71,916c925f-26d0-4354-ab09-cd82e2df2546,9cc5601d-e1f4-44bb-9f8e-edc7475f7eda,2ddf4880-95a6-4875-857d-f1d095b7fc48,128061,False,0.19
bbf36d1d-ace9-46ab-a2ca-ce2a66f5e08e,9cc5601d-e1f4-44bb-9f8e-edc7475f7eda,bc88d5a7-2fde-4587-ac45-37116978c03e,faa81e93-f79d-4d3d-9240-87cdf9df3633,700095,False,0.19
097bfc59-ae97-473d-82c2-ec281447c922,2d1b0274-eaf9-4e81-829e-3cf326c89b33,35008f90-bcb4-4a80-b607-21d423e97c5a,b091d926-3e9c-4a1f-a8da-f30db329106c,533768,False,0.25
a79e1239-2395-4f38-bfd2-e597cead47cf,35008f90-bcb4-4a80-b607-21d423e97c5a,f2fb2edf-6758-40d0-b063-56359176e2d1,9e7e9588-92a7-42c9-9eef-e79c1acf67b7,646126,False,0.48
f4b0ffcd-1231-48fe-bd5e-0ed3dc4013c7,f2fb2edf-6758-40d0-b063-56359176e2d1,770374b7-fbf2-45ce-8d4d-d847820e2609,5dbdf32d-78de-4094-b415-861af0ca99a2,356489,False,0.03
8a93f608-7c5e-435d-88e3-285d84dd3daf,770374b7-fbf2-45ce-8d4d-d847820e2609,b6d1fd3c-e816-4b41-89b0-0f08f0d3f52e,69cc852b-0428-432f-9fd5-25c49064f57d,445718,False,0.16
06e46447-eb5c-4123-aa0a-42504e036930,b6d1fd3c-e816-4b41-89b0-0f08f0d3f52e,c6dea6ce-e741-4d4a-b545-a78bd4249185,a30de39d-9e98-4258-b754-758c8da83902,938947,False,0.46
6c83d550-2050-405d-8976-9e99f1aa5956,b1c8200a-ddb7-45cc-977b-ec305574c5fe,5293a00c-641f-4707-aa60-297194b59333,288de4cd-bf1a-4a25-847c-68865d138b36,799377,False,0.35
5ba03e91-31da-493d-af42-d473e29ef77f,44382357-ce29-4d65-990a-39ec9e93e9f2,f57ddbee-6cad-4e36-95bd-cca0dd7f04d1,c2f4b9b4-48ee-4746-958f-6169ba532344,299109,False,0.17
d68b3f36-bc97-44eb-be5c-63962a2fba5c,f57ddbee-6cad-4e36-95bd-cca0dd7f04d1,a6ae2d9b-4cf7-4da1-8164-66bb03f14744,9708822b-62d4-4ac2-ae57-f36abd36b0cb,763126,False,0.38
bb4e6d1d-6ed3-4932-8244-55244c39c3d0,fb0f2bcf-1961-4ed7-b9f2-2ec6b85bb932,e5253166-6423-4af2-a4e3-7306ec364a2a,9e7e9588-92a7-42c9-9eef-e79c1acf67b7,296826,True,11.4
c1dbfd49-07c9-49fb-b432-705238bb71e2,e5253166-6423-4af2-a4e3-7306ec364a2a,be07be19-1dd2-4b25-b3a1-16e9d0f988d9,5dbdf32d-78de-4094-b415-861af0ca99a2,859417,False,0.1
bc8e38d3-754a-4294-9276-7dc72b9f2ad8,be07be19-1dd2-4b25-b3a1-16e9d0f988d9,a544d38e-01de-4eaa-9076-5e78f7c263b9,69cc852b-0428-432f-9fd5-25c49064f57d,209548,False,0.02
760e623d-ab87-4d23-87eb-4d1372acfe5f,8c58a6ac-ce00-484a-95c4-fd83573c261b,786d800b-7a9e-4821-863d-97f6c828f781,c2f4b9b4-48ee-4746-958f-6169ba532344,114429,False,0.41
861b91ad-6ea6-480f-9022-5d1cfe13dd36,786d800b-7a9e-4821-863d-97f6c828f781,465ed0c0-4362-4d5b-b44c-a166ed9219f2,2ddf4880-95a6-4875-857d-f1d095b7fc48,664583,False,0.03
2fc1a0c0-875c-4b32-806f-5b06906c0101,465ed0c0-4362-4d5b-b44c-a166ed9219f2,21d9f67f-aab7-4a78-8911-5ece235e1571,faa81e93-f79d-4d3d-9240-87cdf9df3633,103172,False,0.44
c5737121-3423-4ba5-8af5-312afcaa0acf,21d9f67f-aab7-4a78-8911-5ece235e1571,bb72aed5-a670-4cb2-b53d-d7416155f67f,288de4cd-bf1a-4a25-847c-68865d138b36,170294,False,0.23
7fdd1fed-ef2e-4a3b-b5c2-7849a3d835d8,9afa422f-c184-41df-bf05-2fe4a2308922,759a5346-52a2-4188-9395-d0753f0bbde9,9e7e9588-92a7-42c9-9eef-e79c1acf67b7,830364,False,0.14
921c2c69-e741-487f-b482-8225409eff1f,759a5346-52a2-4188-9395-d0753f0bbde9,8040c715-a718-4560-9310-93677bc39edd,5dbdf32d-78de-4094-b415-861af0ca99a2,511770,False,0.05
b1987bf4-1508-419a-958c-89de55e09c3b,8040c715-a718-4560-9310-93677bc39edd,889d9bc1-1931-48ea-8d29-71e96dfa21e5,69cc852b-0428-432f-9fd5-25c49064f57d,302225,False,0.21
9c7cb071-8413-4fb5-aaf7-1764569710fb,b509a5a5-b6de-4d74-a013-61cd67badb38,45fc4cdd-1e4f-4039-90e1-47a76803f597,2ddf4880-95a6-4875-857d-f1d095b7fc48,978051,False,0.1
